"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
435 0.379831588576263 4 29 "GO:0000118" "histone deacetylase complex" 0.669810543295776
433 0.229002443714672 3 55 "GO:0000123;GO:0031248;GO:1902493" "protein acetyltransferase complex" 0.502426766143227
735 0.118865840645838 2 32 "GO:0000139" "Golgi membrane" 0.355362074659088
410 0.383943942400376 3 32 "GO:0000152" "nuclear ubiquitin ligase complex" 0.671065490460812
-104 0.91765143176343 2 7 "GO:0000153" "cytoplasmic ubiquitin ligase complex" 0.979239918532029
-31 0.966737812369879 2 13 "GO:0000177" "cytoplasmic exosome (RNase complex)" 0.992363025114443
473 0.451582428500433 2 18 "GO:0000178" "exosome (RNase complex)" 0.733557371377765
849 0.0415007512909662 3 41 "GO:0000228" "nuclear chromosome" 0.190381068859258
638 0.448849844103433 2 10 "GO:0000242" "pericentriolar material" 0.733557371377765
180 0.74639293104495 2 23 "GO:0000307" "cyclin-dependent protein kinase holoenzyme complex" 0.910099930790868
1231 0.30135887333037 4 5 "GO:0000346" "transcription export complex" 0.586621427016981
1785 0.10062109598075 4 6 "GO:0000347;GO:0000445" "THO complex part of transcription export complex" 0.320106414231259
1377 0.0532280188537792 2 14 "GO:0000407" "pre-autophagosomal structure" 0.219607423698611
-14 0.986347864127726 4 11 "GO:0000421" "autophagic vacuole membrane" 0.993603773416245
2240 0.0393690924832663 2 6 "GO:0000439" "core TFIIH complex" 0.185799458050523
1003 0.120608748577839 2 17 "GO:0000502" "proteasome complex" 0.35565865323435
300 0.347098979367693 2 70 "GO:0000775" "chromosome, centromeric region" 0.636024945433538
672 0.0149650546982767 2 94 "GO:0000776" "kinetochore" 0.0926139234157502
-238 0.757024234257224 3 12 "GO:0000777" "condensed chromosome kinetochore" 0.914563347463608
1083 0.282070354332076 5 7 "GO:0000778" "condensed nuclear chromosome kinetochore" 0.562425995263957
1617 0.0286618828628677 5 13 "GO:0000779" "condensed chromosome, centromeric region" 0.151630606113236
1953 0.0278482142356439 2 9 "GO:0000780" "condensed nuclear chromosome, centromeric region" 0.148523809256767
442 0.098724811535962 2 100 "GO:0000781;GO:0000784" "chromosome, telomeric region" 0.318694698141118
1819 0.0943596786767973 5 6 "GO:0000783;GO:0000782;GO:0070187" "nuclear telomere cap complex" 0.31421294016233
-60 0.72821327471966 2 244 "GO:0000785" "chromatin" 0.910099930790868
443 0.339823210434331 4 33 "GO:0000786;GO:0044815;GO:1990104" "DNA packaging complex" 0.626191084395846
848 0.135790620591063 2 22 "GO:0000788" "nuclear nucleosome" 0.371161029615572
-40 0.849488830676799 2 160 "GO:0000790" "nuclear chromatin" 0.957499438013712
-14 0.966438612082552 3 69 "GO:0000792" "heterochromatin" 0.992363025114443
482 0.253420352609625 2 40 "GO:0000793" "condensed chromosome" 0.539752439324396
757 0.147608621267625 4 26 "GO:0000794" "condensed nuclear chromosome" 0.386846716674037
1185 0.0962278627242906 2 14 "GO:0000795" "synaptonemal complex" 0.315627389735673
287 0.809855651760728 3 5 "GO:0000796" "condensin complex" 0.941156590720478
780 0.438664784949016 5 7 "GO:0000798;GO:0030893;GO:0034991" "meiotic cohesin complex" 0.726677017491299
1040 0.144322009080045 2 14 "GO:0000800" "lateral element" 0.383300558528379
-137 0.818219443543044 2 20 "GO:0000803" "sex chromosome" 0.944373976450146
477 0.688982476563511 3 5 "GO:0000805" "X chromosome" 0.896770842511237
-549 0.61395548707722 4 6 "GO:0000812" "Swr1 complex" 0.85452955310214
794 0.0568597136006855 4 41 "GO:0000922" "spindle pole" 0.230246741494134
-1196 0.315483102333647 4 5 "GO:0000923" "equatorial microtubule organizing center" 0.603693664948567
371 0.602259595479202 4 14 "GO:0000930" "gamma-tubulin complex" 0.85452955310214
322 0.456304758653846 2 38 "GO:0000932" "cytoplasmic mRNA processing body" 0.739101041177588
500 0.595351523711963 2 8 "GO:0000940" "condensed chromosome outer kinetochore" 0.852340282162255
899 0.262837221179629 2 11 "GO:0000974" "Prp19 complex" 0.547910693032821
-1010 0.35271496984444 2 6 "GO:0001650" "fibrillar center" 0.644515376651679
1536 0.197074838651223 2 5 "GO:0001651" "dense fibrillar component" 0.459746022826243
186 0.743788044010664 4 22 "GO:0001669" "acrosomal vesicle" 0.910099930790868
-731 0.076003746262479 4 42 "GO:0001725;GO:0032432;GO:0042641" "actomyosin" 0.276991430823257
-767 0.080427379384392 3 37 "GO:0001726" "ruffle" 0.283516375130328
611 0.608199499485968 7 5 "GO:0001739" "sex chromatin" 0.85452955310214
-83 0.907744060235963 3 14 "GO:0001741" "XY body" 0.976196891007855
-445 0.413595809469219 2 24 "GO:0001750" "photoreceptor outer segment" 0.695689361568738
-1570 0.02745968477989 3 14 "GO:0001772" "immunological synapse" 0.147652075537769
842 0.317591616505842 3 10 "GO:0001891" "phagocytic cup" 0.603693664948567
-122 0.823189521358572 3 24 "GO:0001917" "photoreceptor inner segment" 0.947390045633725
-1052 0.333125353234168 2 6 "GO:0001931" "uropod" 0.617317038761622
345 0.751136179029086 4 6 "GO:0001939;GO:0001940" "male pronucleus" 0.912491358227927
-387 0.700640867269 2 7 "GO:0002080" "acrosomal membrane" 0.901910163899247
-482 0.442684691388515 2 18 "GO:0002102" "podosome" 0.729651149625291
1802 0.0975122026673312 2 6 "GO:0002178;GO:0017059;GO:0031211" "palmitoyltransferase complex" 0.318248780844623
-482 1.59090008430008e-06 1 765 "GO:0005576" "extracellular region" 4.34846023042022e-05
-64 0.95725379583125 2 5 "GO:0005577" "fibrinogen complex" 0.992363025114443
-619 0.000850343515936584 2 211 "GO:0005578" "proteinaceous extracellular matrix" 0.0107274105087384
