"gene","PresAbs"
"Ankle2",1
"Ankmy1",1
"Ankmy2",1
"Ankra2",1
"Ankrd1",1
"Ankrd10",1
"Ankrd11",1
"Ankrd12",1
"Ankrd13a",1
"Ankrd13b",1
"Ankrd13c",1
"Ankrd13d",1
"Ankrd16",1
"Ankrd17",1
"Ankrd2",1
"Ankrd23",1
"Ankrd24",1
"Ankrd26",1
"Ankrd27",1
"Ankrd28",1
"Ankrd29",1
"Ankrd31",1
"Ankrd33b",1
"Ankrd34a",1
"Ankrd34b",1
"Ankrd34c",1
"Ankrd35",1
"Ankrd37",1
"Ankrd39",1
"Ankrd40",1
"Ankrd42",1
"Ankrd44",1
"Ankrd45",1
"Ankrd46",1
"Ankrd49",1
"Ankrd50",1
"Ankrd52",1
"Ankrd53",1
"Ankrd54",1
"Ankrd55",1
"Ankrd6",1
"Ankrd61",1
"Ankrd63",1
"Ankrd9",1
"Anks1",1
"Anks1b",1
"Anks3",1
"Anks4b",1
"Anks6",1
"Ankub1",1
"Ankzf1",1
"Anln",1
"Ano1",1
"Ano10",1
"Ano3",1
"Ano4",1
"Ano5",1
"Ano6",1
"Ano7",1
"Ano8",1
"Anp32a",1
"Anp32b",1
"Anp32e",1
"Anpep",1
"Antxr1",1
"Antxr2",1
"Anxa1",1
"Anxa11",1
"Anxa13",1
"Anxa2",1
"Anxa3",1
"Anxa4",1
"Anxa5",1
"Anxa6",1
"Anxa7",1
"Anxa9",1
"Aoah",1
"Aoc2",1
"Aoc3",1
"Aox1",1
"Aox3",1
"Aox4",1
"Ap1ar",1
"Ap1b1",1
"Ap1g1",1
"Ap1g2",1
"Ap1m1",1
"Ap1s1",1
"Ap1s2",1
"Ap1s3",1
"Ap2a1",1
"Ap2a2",1
"Ap2b1",1
"Ap2m1",1
"Ap2s1",1
"Ap3b1",1
"Ap3b2",1
"Ap3d1",1
"Ap3m1",1
"Ap3m2",1
"Ap3s1",1
"Ap3s2",1
"Ap4b1",1
"Ap4e1",1
"Ap4m1",1
"Ap4s1",1
"Ap5b1",1
"Ap5m1",1
"Ap5s1",1
"Ap5z1",1
"Apaf1",1
"Apba1",1
"Apba2",1
"Apba3",1
"Apbb1",1
