name	term	lev	seq	value
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Aacs"	-0.1
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsbg1"	0.2
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsbg2"	0.5
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsf3"	1.2
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsl1"	1.6
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsl3"	0.6
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsl4"	0.5
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsl5"	1.3
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsl6"	1.4
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsm2"	0.3
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsm3"	0.1
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acsm5"	0.1
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acss2"	1.5
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Acss3"	-0.1
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Slc27a1"	-0.5
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Slc27a2"	0.6
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Slc27a3"	0.3
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Slc27a4"	0.3
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Slc27a5"	0.1
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Slc27a6"	-0.2
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Sucla2"	-0.1
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Suclg1"	0
"ligase activity, forming carbon-sulfur bonds"	GO:0016877	2	"Suclg2"	1.7
"small conjugating protein-specific protease activity"	GO:0004843;GO:0019783	4	"Atxn3"	-0.1
"small conjugating protein-specific protease activity"	GO:0004843;GO:0019783	4	"Bap1"	-1.8
"small conjugating protein-specific protease activity"	GO:0004843;GO:0019783	4	"Brcc3"	-0.3
"small conjugating protein-specific protease activity"	GO:0004843;GO:0019783	4	"Cops5"	-1.3
"small conjugating protein-specific protease activity"	GO:0004843;GO:0019783	4	"Cyld"	-0.1
"small conjugating protein-specific protease activity"	GO:0004843;GO:0019783	4	"Eif3f"	0.3
