"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
624 0.237501445692118 5 10 "GO:0000030" "mannosyltransferase activity" 0.752374758210996
-54 0.9319182879556 2 7 "GO:0000182" "rDNA binding" 0.982021421716654
322 0.440801395005551 2 16 "GO:0000217;GO:0000400" "DNA secondary structure binding" 0.792633701110899
-31 0.841377148464039 5 115 "GO:0000287" "magnesium ion binding" 0.956876695203833
623 0.403717631529821 2 5 "GO:0000339" "RNA cap binding" 0.752374758210996
623 0.403717631529821 3 5 "GO:0000832;GO:0000828;GO:0052723" "inositol hexakisphosphate kinase activity" 0.752374758210996
623 0.360314243352105 2 6 "GO:0000900" "translation repressor activity, nucleic acid binding" 0.752374758210996
-87 0.324442436317454 2 371 "GO:0000977;GO:0000976;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.752374758210996
-135 0.266462687286885 2 193 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.752374758210996
-152 0.509221578340354 3 53 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.84326521885025
-126 0.572236516265434 2 56 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.880824794670354
12 0.880272042508985 3 465 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.967301546024142
-35 0.724391641978756 2 285 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 0.939240758187638
-642 0.123955171360214 4 16 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.665622290043889
54 0.531211570868248 2 389 "GO:0000989;GO:0000988;GO:0003712" "protein binding transcription factor activity" 0.861765667023363
623 0.403717631529821 2 5 "GO:0000990" "core RNA polymerase binding transcription factor activity" 0.752374758210996
624 0.123377186792246 2 17 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.665622290043889
623 0.360314243352105 2 6 "GO:0001016;GO:0001031" "RNA polymerase III regulatory region DNA binding" 0.752374758210996
-187 0.783519162089198 4 6 "GO:0001025" "RNA polymerase III transcription factor binding" 0.954949987390603
-206 0.239208656279039 2 92 "GO:0001046" "core promoter sequence-specific DNA binding" 0.752374758210996
-205 0.157148426474909 3 134 "GO:0001047" "core promoter binding" 0.721900584119113
-786 0.213052266816882 2 7 "GO:0001055" "RNA polymerase II activity" 0.752374758210996
143 0.785830082516868 3 10 "GO:0001056" "RNA polymerase III activity" 0.954949987390603
-264 0.698517453138407 2 6 "GO:0001075" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly" 0.926660737325772
-1 0.994490328969075 3 106 "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 0.999334779611835
1 0.996672847204945 2 190 "GO:0001077" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.999334779611835
-135 0.421783510301903 3 99 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.768891075091672
-226 0.186263679627694 2 96 "GO:0001085" "RNA polymerase II transcription factor binding" 0.739421055486918
122 0.826371654590334 5 9 "GO:0001091;GO:0001094" "RNA polymerase II basal transcription factor binding" 0.954949987390603
436 0.200876977768616 4 24 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 0.750828008426481
-143 0.622794123976045 5 33 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.90423269756144
340 0.375516883932105 2 19 "GO:0001103" "RNA polymerase II repressing transcription factor binding" 0.752374758210996
233 0.264668807785499 4 64 "GO:0001104" "RNA polymerase II transcription cofactor activity" 0.752374758210996
-286 0.279134665938915 2 40 "GO:0001105;GO:0001190" "RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription" 0.752374758210996
374 0.305085974428454 2 21 "GO:0001106" "RNA polymerase II transcription corepressor activity" 0.752374758210996
-254 0.59773235198058 3 12 "GO:0001134" "transcription factor recruiting transcription factor activity" 0.891788606209233
-16 0.978606536389849 2 8 "GO:0001135" "RNA polymerase II transcription factor recruiting transcription factor activity" 0.998994172564637
-43 0.819423016144299 2 78 "GO:0001158;GO:0035326" "enhancer binding" 0.954949987390603
-748 0.137504134253992 2 11 "GO:0001161;GO:0044213" "intronic transcription regulatory region DNA binding" 0.688105795245509
-649 0.271524012386327 3 8 "GO:0001162" "RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding" 0.752374758210996
121 0.828240331742992 4 9 "GO:0001164;GO:0001163;GO:0001013" "RNA polymerase I regulatory region DNA binding" 0.954949987390603
309 0.302975068207577 4 31 "GO:0001191" "RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription" 0.752374758210996
-663 0.0516925305256353 2 24 "GO:0001205" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.455439190636361
-42 0.943639243271562 2 8 "GO:0001206" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.987950278776196
41 0.898308603450623 4 27 "GO:0001221" "transcription cofactor binding" 0.970454061577695
101 0.848416112260637 2 10 "GO:0001222" "transcription corepressor binding" 0.958527533365726
115 0.827303682469325 2 10 "GO:0001223" "transcription coactivator binding" 0.954949987390603
11 0.93439650496771 2 146 "GO:0001227" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.983751378551501
-6 0.952843207546899 2 259 "GO:0001228" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.990229448112626
-332 0.656091744379046 2 5 "GO:0001517" "N-acetylglucosamine 6-O-sulfotransferase activity" 0.916218147825958
-406 0.586826582640067 2 5 "GO:0001530" "lipopolysaccharide binding" 0.888169962914696
-505 0.498349659995093 2 5 "GO:0001540" "beta-amyloid binding" 0.838394175158807
-220 0.0746527291103058 2 187 "GO:0001664" "G-protein coupled receptor binding" 0.54248982715406
623 0.403717631529821 2 5 "GO:0001665" "alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity" 0.752374758210996
-342 0.647012595028812 3 5 "GO:0001671" "ATPase activator activity" 0.914860243981413
-283 0.678425562155121 5 6 "GO:0001784" "phosphotyrosine binding" 0.920783661582891
336 0.421235012024744 2 16 "GO:0001786" "phosphatidylserine binding" 0.768891075091672
623 0.360314243352105 3 6 "GO:0001848" "complement binding" 0.752374758210996
-335 0.0871759060289861 2 73 "GO:0001948" "glycoprotein binding" 0.587514331404487
29 0.943872429863289 3 16 "GO:0001965" "G-protein alpha-subunit binding" 0.987950278776196
97 0.800937086838413 2 19 "GO:0001968" "fibronectin binding" 0.954949987390603
-329 0.169087455776454 4 49 "GO:0002020" "protease binding" 0.729202372494403
-601 0.0118863562661123 2 49 "GO:0002039" "p53 binding" 0.208632163715643
624 0.262470293662748 2 9 "GO:0002161" "aminoacyl-tRNA editing activity" 0.752374758210996
-209 0.758996674679887 2 6 "GO:0002162" "dystroglycan binding" 0.951577920494187
487 0.0849014801274128 4 35 "GO:0003678" "DNA helicase activity" 0.587361454859731
623 0.360314243352105 2 6 "GO:0003680" "AT DNA binding" 0.752374758210996
62 0.443618465392662 2 448 "GO:0003682" "chromatin binding" 0.793457937058185
315 0.182375673026655 2 50 "GO:0003684" "damaged DNA binding" 0.738640280168424
624 0.262470293662748 2 9 "GO:0003688" "DNA replication origin binding" 0.752374758210996
15 0.980297360740208 3 8 "GO:0003689;GO:0033170" "protein-DNA loading ATPase activity" 0.999291889454548
-140 0.359353955294023 3 120 "GO:0003690" "double-stranded DNA binding" 0.752374758210996
-30 0.959593171692747 3 8 "GO:0003691" "double-stranded telomeric DNA binding" 0.99250797705424
375 0.0477164332078804 2 78 "GO:0003697" "single-stranded DNA binding" 0.434996321336956
67 0.292341442004385 2 750 "GO:0003700;GO:0001071" "sequence-specific DNA binding transcription factor activity" 0.752374758210996
-203 0.291233160408612 4 76 "GO:0003705" "RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity" 0.752374758210996
50 0.843442191122623 2 44 "GO:0003707;GO:0004879;GO:0098531" "steroid hormone receptor activity" 0.956876695203833
623 0.323089773033785 4 7 "GO:0003708" "retinoic acid receptor activity" 0.752374758210996
54 0.650820034097032 4 196 "GO:0003713" "transcription coactivator activity" 0.915470910227956
139 0.337179647325659 4 135 "GO:0003714" "transcription corepressor activity" 0.752374758210996
-793 0.208794693144838 4 7 "GO:0003720;GO:0003964" "RNA-directed DNA polymerase activity" 0.752374758210996
-195 0.354408636262871 5 63 "GO:0003725" "double-stranded RNA binding" 0.752374758210996
182 0.361885920110717 2 70 "GO:0003727" "single-stranded RNA binding" 0.752374758210996
-261 0.0530571165962427 2 155 "GO:0003729" "mRNA binding" 0.455439190636361
-29 0.90670092399017 2 47 "GO:0003730" "mRNA 3'-UTR binding" 0.970454061577695
-2528 5.52416385094241e-45 2 87 "GO:0003735" "structural constituent of ribosome" 6.49641668870827e-42
-162 0.529974279552782 6 42 "GO:0003743" "translation initiation factor activity" 0.861765667023363
-515 0.248096503073773 2 14 "GO:0003746" "translation elongation factor activity" 0.752374758210996
-177 0.795674377518333 2 6 "GO:0003747;GO:0008079" "translation release factor activity" 0.954949987390603
-385 0.249624289179287 4 25 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.752374758210996
152 0.38294398493576 7 93 "GO:0003774" "motor activity" 0.752374758210996
186 0.404977229547245 2 56 "GO:0003777" "microtubule motor activity" 0.752374758210996
-462 2.01593072174619e-05 2 243 "GO:0003779" "actin binding" 0.00263414947641502
-225 0.578431391418991 2 17 "GO:0003785" "actin monomer binding" 0.88572306811033
-32 0.901878043421631 2 41 "GO:0003823" "antigen binding" 0.970454061577695
-33 0.958252466304678 2 7 "GO:0003836" "beta-galactoside (CMP) alpha-2,3-sialyltransferase activity" 0.991993750329491
623 0.403717631529821 5 5 "GO:0003854" "3-beta-hydroxy-delta5-steroid dehydrogenase activity" 0.752374758210996
-887 0.19288596701526 5 6 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.739421055486918
131 0.662417276447049 2 31 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.917553259248209
231 0.400167671529495 2 37 "GO:0003899;GO:0034062" "RNA polymerase activity" 0.752374758210996
157 0.744372794387438 2 12 "GO:0003906" "DNA-(apurinic or apyrimidinic site) lyase activity" 0.945337371705861
-204 0.764592145542029 3 6 "GO:0003909;GO:0003910" "DNA ligase activity" 0.953468170852974
623 0.360314243352105 3 6 "GO:0003916" "DNA topoisomerase activity" 0.752374758210996
-143 0.270726603451499 3 169 "GO:0003924" "GTPase activity" 0.752374758210996
-595 0.216692256194102 4 12 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.752374758210996
-18 0.975647829615314 2 8 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.997705954458791
