"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
848 0.337902803621637 2 10 "GO:0000030" "mannosyltransferase activity" 0.944321991978434
-320 0.762318675927124 3 7 "GO:0000182" "rDNA binding" 0.991634786705448
-82 0.906694748325332 3 16 "GO:0000217;GO:0000400" "DNA secondary structure binding" 0.995791338908399
125 0.638766547731027 2 111 "GO:0000287" "magnesium ion binding" 0.967923366558052
-1970 0.115231437071195 4 5 "GO:0000339" "RNA cap binding" 0.870177943994328
1257 0.270772752216681 4 6 "GO:0000900" "translation repressor activity, nucleic acid binding" 0.924653231630009
-140 0.352247492539645 2 360 "GO:0000977;GO:0000976;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.944321991978434
-223 0.280888193811961 2 186 "GO:0000978;GO:0000987;GO:0001159" "core promoter proximal region DNA binding" 0.924653231630009
-451 0.245503149325104 3 52 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.924653231630009
-380 0.319020542903538 3 54 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.943662645181922
-1 0.996915372081779 2 440 "GO:0000981" "sequence-specific DNA binding RNA polymerase II transcription factor activity" 0.999518284280426
-113 0.505149082532259 4 278 "GO:0000982" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity" 0.951695892253244
-8 0.991629065714935 4 15 "GO:0000983" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity" 0.999518284280426
-69 0.63926616369254 2 379 "GO:0000989;GO:0000988;GO:0003712" "protein binding transcription factor activity" 0.967923366558052
3029 0.0154408261075525 2 5 "GO:0000990" "core RNA polymerase binding transcription factor activity" 0.707448213817843
1058 0.11898370793489 2 17 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.870177943994328
-1354 0.235500696719209 2 6 "GO:0001016;GO:0001031" "RNA polymerase III regulatory region DNA binding" 0.924653231630009
734 0.520456868154005 4 6 "GO:0001025" "RNA polymerase III transcription factor binding" 0.951695892253244
-122 0.680265021319193 2 90 "GO:0001046" "core promoter sequence-specific DNA binding" 0.974110773344296
-268 0.277712582068898 7 130 "GO:0001047" "core promoter binding" 0.924653231630009
-605 0.567225615576246 2 7 "GO:0001055" "RNA polymerase II activity" 0.95346263027757
-504 0.569146739989522 7 10 "GO:0001056" "RNA polymerase III activity" 0.95346263027757
669 0.557608479406408 5 6 "GO:0001075" "RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly" 0.95346263027757
-322 0.247268487618798 2 102 "GO:0001076" "RNA polymerase II transcription factor binding transcription factor activity" 0.924653231630009
-130 0.530621803895709 2 184 "GO:0001077" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.951695892253244
-226 0.421357189903226 2 100 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.951695892253244
-44 0.879582110871819 2 93 "GO:0001085" "RNA polymerase II transcription factor binding" 0.991634786705448
156 0.866792441390518 3 9 "GO:0001091;GO:0001094" "RNA polymerase II basal transcription factor binding" 0.991634786705448
694 0.224739541203016 3 24 "GO:0001099;GO:0001098" "basal transcription machinery binding" 0.924653231630009
-509 0.304177801417369 2 32 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.936932693135853
-696 0.278017923003687 5 19 "GO:0001103" "RNA polymerase II repressing transcription factor binding" 0.924653231630009
-298 0.403037050918979 3 62 "GO:0001104" "RNA polymerase II transcription cofactor activity" 0.951695892253244
-440 0.405202141637556 2 28 "GO:0001105" "RNA polymerase II transcription coactivator activity" 0.951695892253244
-45 0.942867925679575 2 20 "GO:0001106" "RNA polymerase II transcription corepressor activity" 0.996214165280722
123 0.878574909135039 3 12 "GO:0001134" "transcription factor recruiting transcription factor activity" 0.991634786705448
-928 0.347940250022604 2 8 "GO:0001135" "RNA polymerase II transcription factor recruiting transcription factor activity" 0.944321991978434
-509 0.118958561280187 2 74 "GO:0001158;GO:0035326" "enhancer binding" 0.870177943994328
358 0.685626258659574 2 10 "GO:0001161;GO:0044213;GO:0001162" "intronic transcription regulatory region DNA binding" 0.974110773344296
