"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 1 2 30 "GO:0000118" "histone deacetylase complex" 1
0 1 6 63 "GO:0000123;GO:0031248;GO:1902493" "protein acetyltransferase complex" 1
0 1 3 37 "GO:0000139" "Golgi membrane" 1
0 1 2 36 "GO:0000152" "nuclear ubiquitin ligase complex" 1
0 1 2 7 "GO:0000153" "cytoplasmic ubiquitin ligase complex" 1
0 1 4 14 "GO:0000177" "cytoplasmic exosome (RNase complex)" 1
0 1 2 19 "GO:0000178" "exosome (RNase complex)" 1
0 1 4 44 "GO:0000228" "nuclear chromosome" 1
0 1 2 10 "GO:0000242" "pericentriolar material" 1
0 0.224234407432236 3 25 "GO:0000307" "cyclin-dependent protein kinase holoenzyme complex" 1
0 1 4 5 "GO:0000346" "transcription export complex" 1
0 1 4 6 "GO:0000347;GO:0000445" "THO complex" 1
0 1 2 15 "GO:0000407" "pre-autophagosomal structure" 1
0 1 2 11 "GO:0000421" "autophagic vacuole membrane" 1
0 1 4 6 "GO:0000439" "core TFIIH complex" 1
0 1 2 19 "GO:0000502" "proteasome complex" 1
0 1 2 76 "GO:0000775" "chromosome, centromeric region" 1
0 1 2 106 "GO:0000776" "kinetochore" 1
0 1 4 14 "GO:0000777" "condensed chromosome kinetochore" 1
0 1 5 7 "GO:0000778" "condensed nuclear chromosome kinetochore" 1
0 1 3 15 "GO:0000779" "condensed chromosome, centromeric region" 1
0 1 5 11 "GO:0000780" "condensed nuclear chromosome, centromeric region" 1
0 0.68087622719124 4 112 "GO:0000781;GO:0000784" "chromosome, telomeric region" 1
0 1 5 7 "GO:0000783;GO:0000782;GO:0070187" "nuclear telomere cap complex" 1
0 0.746462954954534 4 262 "GO:0000785" "chromatin" 1
0 1 2 36 "GO:0000786;GO:0044815;GO:1990104" "DNA packaging complex" 1
0 1 4 23 "GO:0000788" "nuclear nucleosome" 1
0 0.520826466846092 5 172 "GO:0000790" "nuclear chromatin" 1
0 1 2 71 "GO:0000792" "heterochromatin" 1
0 1 5 44 "GO:0000793" "condensed chromosome" 1
0 1 2 27 "GO:0000794" "condensed nuclear chromosome" 1
0 1 2 15 "GO:0000795" "synaptonemal complex" 1
0 1 4 6 "GO:0000796" "condensin complex" 1
0 1 2 7 "GO:0000798" "nuclear cohesin complex" 1
0 1 2 15 "GO:0000800" "lateral element" 1
0 1 5 22 "GO:0000803" "sex chromosome" 1
0 1 2 7 "GO:0000805" "X chromosome" 1
0 1 3 6 "GO:0000812" "Swr1 complex" 1
0 1 4 46 "GO:0000922" "spindle pole" 1
0 1 2 5 "GO:0000923" "equatorial microtubule organizing center" 1
0 1 2 14 "GO:0000930" "gamma-tubulin complex" 1
0 1 2 42 "GO:0000932" "cytoplasmic mRNA processing body" 1
0 1 2 12 "GO:0000940" "condensed chromosome outer kinetochore" 1
0 1 3 11 "GO:0000974" "Prp19 complex" 1
0 1 3 6 "GO:0001650" "fibrillar center" 1
0 1 2 5 "GO:0001651" "dense fibrillar component" 1
0 1 2 26 "GO:0001669" "acrosomal vesicle" 1
0 0.373525525633141 2 46 "GO:0001725;GO:0032432;GO:0042641" "actomyosin" 1
0 1 3 38 "GO:0001726" "ruffle" 1
0 1 2 5 "GO:0001739" "sex chromatin" 1
0 1 2 5 "GO:0001740" "Barr body" 1
0 1 2 14 "GO:0001741" "XY body" 1
0 1 5 31 "GO:0001750" "photoreceptor outer segment" 1
0 1 3 16 "GO:0001772" "immunological synapse" 1
0 1 3 12 "GO:0001891" "phagocytic cup" 1
0 1 3 31 "GO:0001917" "photoreceptor inner segment" 1
0 1 3 6 "GO:0001931" "uropod" 1
0 1 3 6 "GO:0001939;GO:0001940" "female pronucleus" 1
0 1 3 8 "GO:0002080" "acrosomal membrane" 1
0 0.183783894561973 3 20 "GO:0002102" "podosome" 1
0 1 3 8 "GO:0002178;GO:0017059;GO:0031211" "palmitoyltransferase complex" 1
0 0.00939965276490959 1 985 "GO:0005576" "extracellular region" 0.324004518867121
0 1 2 5 "GO:0005577" "fibrinogen complex" 1
0 0.104516860641221 2 247 "GO:0005578" "proteinaceous extracellular matrix" 1
0 0.139719500443441 3 65 "GO:0005581" "collagen trimer" 1
0 0.114674447898481 3 12 "GO:0005583" "fibrillar collagen trimer" 1
0 1 4 5 "GO:0005587;GO:0098642" "network-forming collagen trimer" 1
0 0.0322103920352469 2 119 "GO:0005604;GO:0044420" "extracellular matrix part" 0.70057602676662
0 1 2 18 "GO:0005605" "basal lamina" 1
0 0.141244716509753 3 15 "GO:0005614" "interstitial matrix" 1
0 0.0070481951504635 2 957 "GO:0005615" "extracellular space" 0.258186517090663
0 0.220470017878472 2 659 "GO:0005622" "intracellular" 1
0 1 1 97 "GO:0005623" "cell" 1
0 0.232082902420275 2 26 "GO:0005637" "nuclear inner membrane" 1
0 1 4 5 "GO:0005638" "lamin filament" 1
0 1 2 14 "GO:0005639;GO:0044453" "nuclear membrane part" 1
0 1 3 11 "GO:0005640" "nuclear outer membrane" 1
0 1 4 12 "GO:0005641" "nuclear envelope lumen" 1
0 1 2 5 "GO:0005642" "annulate lamellae" 1
0 0.538710374742876 4 76 "GO:0005643;GO:0046930" "pore complex" 1
0 1 2 9 "GO:0005652" "nuclear lamina" 1
0 1 4 7 "GO:0005655;GO:0030681;GO:0030677" "nucleolar ribonuclease P complex" 1
0 1 4 24 "GO:0005657" "replication fork" 1
0 1 5 5 "GO:0005658" "alpha DNA polymerase:primase complex" 1
0 1 5 15 "GO:0005662" "DNA replication factor A complex" 1
0 1 2 5 "GO:0005663" "DNA replication factor C complex" 1
0 1 4 8 "GO:0005664;GO:0000808" "origin recognition complex" 1
0 1 2 16 "GO:0005665" "DNA-directed RNA polymerase II, core complex" 1
0 1 2 17 "GO:0005666" "DNA-directed RNA polymerase III complex" 1
0 0.345293944320408 2 294 "GO:0005667" "transcription factor complex" 1
0 1 2 34 "GO:0005669" "transcription factor TFIID complex" 1
0 1 2 14 "GO:0005671" "Ada2/Gcn5/Ada3 transcription activator complex" 1
0 1 5 12 "GO:0005675" "holo TFIIH complex" 1
0 1 4 8 "GO:0005677" "chromatin silencing complex" 1
0 1 4 19 "GO:0005680" "anaphase-promoting complex" 1
0 1 3 153 "GO:0005681" "spliceosomal complex" 1
0 1 4 16 "GO:0005682" "U5 snRNP" 1
0 1 2 5 "GO:0005683" "U7 snRNP" 1
0 1 2 19 "GO:0005684" "U2-type spliceosomal complex" 1
